Beruf,Lehrbetrieb,Strasse,PLZ,Ort,Kontaktperson,Telefon,Email,Homepage,Erreichbarkeit,D/F,SL,BM,LS,IV,ZB,Anzahl,Bewerbung bis
Montage-Elektriker/in EFZ,Fischer Electric AG Elektrotechnische Anlagen,Industriestrasse West 2,2552,Orpund,Manferd Ulmann,032 344 01 01,m.ulmann@fischerelectric.ch,,Bürozeiten,D,,False,True,False,False,3.0,30.06.2023
Montage-Elektriker/in EFZ,Frey + Cie Elektro AG,Wengelacher 1,3800,Matten b. Interlaken,Hansueli Hänni,033 821 03 30,info@freycie-interlaken.ch,,,D,E,False,False,False,False,3.0,31.07.2023
Montage-Elektriker/in EFZ,Frey + Cie Elektro AG Zweigniederlassung Heinz Hodel,Seestrasse 18,3600,Thun,Hansueli Hänni,033 225 56 56,info@freycie-interlaken.ch,,,D,,False,False,False,False,1.0,31.07.2023
Montage-Elektriker/in EFZ,Gerber AG Elektro + Energietechnik,Allmendingenweg 11,3073,Gümligen,Sandro Germann,0319506070,s.germann@gerberelektro.ch,,,D,,True,False,False,True,2.0,31.07.2023
Montage-Elektriker/in EFZ,Hansueli Tanner,Bäraustrasse 35,3552,Bärau,Hansueli Tanner,034 402 17 80,hu.tanner@tanner-reparatur.ch,,Montag bis Freitag 7.30 bis 18.00 Uhr,D,E,False,False,False,True,1.0,31.07.2023
Montage-Elektriker/in EFZ,Impuls Bern AG,Galgenfeldweg 13e,3006,Bern,Markus Binggeli,031 930 40 90,info@impulsbern.ch,www.impulsbern.ch,,D,,False,False,False,False,1.0,31.07.2023
Montage-Elektriker/in EFZ,Mathys + Götschmann AG,Scheibenstrasse 58,3014,Bern,Adrian Götschmann,031 311 34 34,info@mathysgoetschmann.ch,,7.30-17.00,D,E,False,False,False,False,1.0,31.07.2023
Montage-Elektriker/in EFZ,Muff&SChmutz AG Elektro-Telematik,Bolligenstrasse 107,3065,Bolligen,Roger Kissling,031 917 47 47,ms-bo@muff-schmutz.ch,,,D,E,False,False,False,False,2.0,31.07.2023
Montage-Elektriker/in EFZ,Nyffeler-Kästli Elektro AG  ,Breitenrainplatz  42,3014,Bern,Nadine Zurbuchen,0313319855,nadine.zurbuchen@nyffeler-kaestli.ch,,,D,M,False,False,False,False,1.0,31.07.2023
Montage-Elektriker/in EFZ,Otto Zenger AG  ,Huberstrasse 2,3008,Bern,Dario Läng,031 381 22 60,info@elektro-zenger.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Montage-Elektriker/in EFZ,Rolf Gerber AG Elektrische Anlagen Romano Angelo,Berchtoldstrasse 37,3012,Bern,Angelo Romano,031 307 76 76,info@rolfgerber.ch,,Bürozeiten,D,E,False,False,False,False,2.0,31.07.2023
Montage-Elektriker/in EFZ,RONTO Elektro GmbH,Stauffacherstrasse 77,3014,Bern,Tomislav Curic,031 334 20 00,info@ronto.ch,,,D,E,True,False,False,False,1.0,31.07.2023
Montage-Elektriker/in EFZ,Salzmann Elektro GmbH,Heidbühl 482k,3537,Eggiwil,Stefan Salzmann,034 491 20 30,info@salzmann-elektro.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Montage-Elektriker/in EFZ,Schäfer Elektro GmbH Thomas Schäfer ,Hünigenstrasse 37,3504,Niederhünigen,Thomas Schäfer,031 791 27 80,t.schaefer@schaefer-elektro.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Montage-Elektriker/in EFZ,Schöni Elektro AG,Bielstrasse 29,3232,Ins,Martin Schöni,032 313 15 95,info@schoenielektro.ch,,Montag bis Freitag 07.00 h bis 17.00 h,D,,False,False,False,False,1.0,31.07.2023
Montage-Elektriker/in EFZ,Thomas Käser AG,Trüllernstrasse 35A,3205,Gümmenen,Thomas Käser,031 751 19 91,thomas.kaeser@t-kaeser.ch,,,D,,False,False,False,False,1.0,31.07.2023
Montage-Elektriker/in EFZ,U. Christen Ag Elektro Telematik,Schulhausgasse 4,3860,Meiringen,Urs Abplanalp,033 972 11 33,info@elektro-christen.ch,,"Mo - Fr 7:00 - 12:00, 13:00 - 17:00",D,E,False,False,False,False,1.0,03.07.2023
Motorgerätemechaniker/in EFZ,Grütter GmbH Hufschmiede/Metallbau,Bahnhofstrasse 6,4914,Roggwil BE,Martin Grütter,062 919 15 70,info@gruetter-roggwil.ch,,,D,,False,False,False,False,1.0,31.07.2023
Multimediaelektroniker/in EFZ,Bertolino Multimedia GmbH,Gwattstrasse 103,3645,Gwatt (Thun),Sandro Bertolino,033 336 10 20,info@bertolino.ch,,,D,M,False,False,False,False,1.0,31.07.2023
Multimediaelektroniker/in EFZ,ceff INDUSTRIE,Rue Baptiste-Savoye 26,2610,St-Imier,Tino Cocco,032 942 43 44,industrie@ceff.ch,,,F,,True,False,False,False,1.0,31.07.2023
Multimediaelektroniker/in EFZ,Kohler AG Radio - TV,Stadtplatz 13,3270,Aarberg,Thomas Kohler,032 392 26 44,info@tvkohler.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Multimediaelektroniker/in EFZ,Leu Sound AG,Moserstrasse 25,3421,Lyssach,Stefan Gerber,034 445 70 56,stefan.gerber@leusound.ch,,Montag - Freitag 10:00 - 17:00Uhr,D,E,False,False,False,False,1.0,31.07.2023
Netzelektriker/in EFZ Energie,Arnold AG Personaladministration,Vorstadt  20,3380,Wangen an der Aare,Mike Schudel,0584778734,personal@arnold.ch,,,D,E,True,False,False,True,1.0,31.07.2023
Netzelektriker/in EFZ Energie,BKW Energie AG,,,,Gerstner Susanne,058 477 80 44,susanne.gerstner@bkw.ch,https://jobs.bkw.com/de/berufseinstieg/berufslehre,Bürozeiten,D,E,False,False,False,True,1.0,21.07.2023
Netzelektriker/in EFZ Telekommunikation,cablex AG Karin Loosli,,,,Karin Loosli,058 224 03 51,karin.loosli@cablex.ch,https://direktlink.prospective.ch/?view=7bc6971f-f0e7-4791-8bf7-e1485c6202af,,D,E,False,False,False,True,2.0,30.06.2023
Oberflächenbeschichter/in EFZ,Straumann Villeret SA,Les Champs du Clos 2,2613,Villeret,Youri Sartori,032 942 87 87,youri.sartori@straumann.com,,,F,,False,False,False,True,1.0,31.07.2023
Pflästerer/in EFZ,KIBAG Bauleistungen AG Strassen- und Tiefbau,Weissensteinstrasse 15,4900,Langenthal,Tobias Bilgerig,062 919 01 20,t.bilgerig@kibag.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Physiklaborant/in EFZ,EMPA Eidg. Materialprüfungs- und Forschungsanstalt Labor für Werkstoff- und Nanomechanik,,,,Johann Jakob Schwiedrzik,058 765 11 33,jakob.schwiedrzik@empa.ch,https://apply.refline.ch/673276/1583/pub/1/index.html,Bürozeiten,D,M,True,False,False,True,1.0,31.07.2023
Plattenleger/in EFZ,"Aeberhard AG Wand, Boden & Feuer-Design Stephan Stauffenegger",Strassacherweg 22,3110,Münsingen,Stephan Stauffenegger,079 922 85 87,stauffenegger@aeberhard-ag.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Plattenleger/in EFZ,GLB Seeland,,,,Joel Werren,032 387 41 17,jwerren@glb.ch,https://www.glb.ch/karriere#lehrstelle,,D,E,False,False,False,True,1.0,31.07.2023
Plattenleger/in EFZ,Keramik Allenbach AG,Staatsstrasse 102C,3626,Hünibach,Roger Allenbach,033 243 47 39,info@keramik-allenbach.ch,http://www.keramik-allenbach.ch/,,D,E,False,False,False,True,1.0,31.07.2023
Plattenleger/in EFZ,Schertenleib Keramik AG  ,Wychelstrasse 47,3818,Grindelwald,Michael Schertenleib,033 853 33 14,info@schertenleib-keramik.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Plattenleger/in EFZ,Steiner & Söhne Plattenbeläge und Cheminéebau GmbH,Eichzun 4,3800,Unterseen,Daniela Steiner,033 822 35 34,info@steiner-soehne.ch,,,D,E,True,True,False,False,1.0,31.07.2023
Plattenlegerpraktiker/in EBA,"Aeberhard AG Wand, Boden & Feuer-Design",Strassacherweg 22,3110,Münsingen,Stephan Stauffenegger,031 721 09 05,stauffenegger@aeberhard-ag.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Plattenlegerpraktiker/in EBA,Steiner & Söhne Plattenbeläge und Cheminéebau GmbH,Eichzun 4,3800,Unterseen,Daniela Steiner,033 822 35 34,info@steiner-soehne.ch,,,D,E,False,True,False,False,1.0,31.07.2023
Printmedienpraktiker/in EBA,Haller & Jenzer AG Druckzentrum,Buchmattstrasse 11,3400,Burgdorf,Yanik Kreienbühl,034 420 13 13,kreienbuehl@haller-jenzer.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Printmedienpraktiker/in EBA,Hoffmann Neopac AG,Burgdorfstrasse 22,3672,Oberdiessbach,Markus Bigler,031 770 11 11,jobs@neopac.com,,,D,,False,False,False,False,1.0,31.07.2023
Printmedienpraktiker/in EBA,Hoffmann Neopac AG,Eisenbahnstrasse 71,3602,Thun,Markus Bigler,031 770 11 11,jobs@neopac.com,,,D,M,True,True,False,False,1.0,31.07.2023
Reifenpraktiker/in EBA,Car-Point Pneuservice GmbH,Industriering 7,3250,Lyss,Michael  Marthaler,032 384 70 50,info@car-point-lyss.ch,,,D,,False,False,False,False,1.0,31.07.2023
Reifenpraktiker/in EBA,Pneu Fahrni AG,Freiburgstrasse 580,3172,Niederwangen b. Bern,Claudia Stalder,031 981 32 22,info@pneufahrni.ch,,,D,E,False,False,False,True,2.0,31.07.2023
Reifenpraktiker/in EBA,Pneu Habegger AG,Syrengasse 9,3507,Biglen,Rudolf Habegger,031 701 04 91,info@pneuhabegger.ch,,Montag bis Freitag 08:00-12:00 & 13:30-18:00,D,E,False,False,False,False,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Bielersee-Gastro AG,Badhausstrasse 1a,2501,Biel/Bienne,Michel Rubin,032 329 88 22,gastro@bielersee.ch,,"Dienstag bis Sonntag, 14.00 - 19.00 Uhr",D,,False,False,False,False,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Gasthaus Bürgisweyerbad André + Sonja Schreiber,Melchnaustrasse 40,4934,Madiswil,Sonja Schreiber,062 965 26 31,buergisweyerbad@bluewin.ch,,,D,,False,False,False,False,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,HLS Hotels & Spa AG Hotel Beatus,Seestrasse 300,3658,Merligen,Karin Bigler,033 748 60 91,bewerbungen@beatus.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Hotel Kirchbühl AG Christian Brawand,Kirchbühlstrasse 23,3818,Grindelwald,Christian Brawand,033 854 40 80,christian.brawand@kirchbuehl.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Konzett Benjamin,Dorfstrasse 85,3818,Grindelwald,Benjamin Konzett,033 854 70 70,hr@kreuz-post.ch,,Täglich,D/F,,False,True,False,True,2.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Kaufmann Hotel AG/Hotel Spinne & Central Hotel Wolter,Dorfstrasse 136,3818,Grindelwald,Hania Marsch,033 854 88 88,jobs@spinne.ch,,,D,E,False,False,False,True,2.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Klinik Schönberg AG Christoph Jäggi,Schönbergstrasse 40,3654,Gunten,Dominik von Büren,033 252 35 85,personal@schoenberg.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Bären Langenthal,Bären Langenthal 1,4900,Langenthal,Flavia Pieren,062 919 17 17,flavia@baeren-langenthal.ch,,Dienstag bis Samstag,D,E,False,False,False,True,1.0,31.10.2023
Restaurantangestellter/Restaurantangestellte EBA,Landgasthof Hirsernbad,Hirsern 102,4937,Ursenbach,Angela Duss-Selzer,062 965 32 56,hirsernbad@hirsernbad.ch,,,D,E,False,False,False,True,1.0,23.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Restaurant Landhaus Liebefeld AG,Schwarzenburgstrasse  134,3097,Liebefeld,Thomas Christen  ,031 971 07 58,info@landhaus-liebefeld.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Jürg Wüthrich,Dorfstrasse 15,3661,Uetendorf,Jürg Wüthrich,033 345 12 12,info@roessli-uetendorf.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Manuela Reber Bernstrasse 38,Bernstrasse 38,3037,Herrenschschwanden,Manuela Reber,031 301 84 40,info@wirtschaftzurtraube.ch,,Mittwoch bis Sonntag 09:30 bis 22:00,D,E,False,False,False,True,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Parkhotel Schloss Hünigen  ,Freimettigenstrasse  9,3510,Konolfingen,Wolfgang Zöhrer,031 791 26 11,restaurant@schlosshuenigen.com,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Schlössli Biel-Bienne AG Zentrum für Langzeitpflege,Mühlestrasse 11,2504,Biel-Bienne,Afrim Dragidella,032 344 08 39,bewerbung@schloessli-biel.ch,,Mo-Fr (aussser Di),D,E,False,False,False,True,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,SEEBURG,Untere Bönigstrasse 28,3800,Interlaken,Adrian Schmocker,033 845 84 00,berufsintegration@seeburg.ch,,,D,E,False,False,True,True,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Sportgastro AG,Mingerstrasse 12,3014,Bern,Nadine Krebs,031 332 56 44,hr@sportgastro.ch,https://www.sportgastro.ch/jobs,Montag-Freitag 08.00-17.00,D,M,False,False,False,True,1.0,31.07.2023
Restaurantangestellter/Restaurantangestellte EBA,Victoria-Jungfrau Grand Hotel&Spa,Höheweg 41,3800,Interlaken,Oskar Schönbeck,033 828 26 78,hr@victoria-jungfrau.ch,,tagsüber,D,,False,False,False,True,2.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Ville de Bienne - Stadt Biel Département du personnel - Abteilung Personelles,Rue du Rüschli  | Rüschlistrasse 14,2502,Biel/Bienne,Doris Corrêa,032 366 79 64,doris.correa@az-cristal.ch,http://www.biel-bienne.ch/,,D/F,M,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Bielersee-Gastro AG,Badhausstrasse 1a,2501,Biel/Bienne,Michel Rubin,032 329 88 22,gastro@bielersee.ch,,"Dienstag bis Sonntag, 14.00 - 19.00 Uhr",D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Bundesamt für Sport BASPO Office fédéral du sport OFSPO,Hauptstrasse 247,2532,Magglingen/Macolin,Strub Nicola,058 466 07 67,nicola.strub@baspo.admin.ch,,,D,,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Burgergut Thun Restaurant Schüür & Kultur,Bernstrasse 111,3613,Steffisburg,Susanne Röthlisberger,033 439 26 26,info@burgergut.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Bürgisweyerbad,Melchnaustrasse 40,4934,Madiswil,Sonja Schreiber,062 965 26 31,buergisweyerbad@bluewin.ch,,Mittwoch bis Sonntag,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Gasthof Bären Laupen AG,Bärenplatz 5,3177,Laupen BE,Andreas Schmid,031 747 72 31,info@baeren-laupen.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Golfhotel Les Hauts de Gstaad SA  ,Bahnhofstrasse ,3777,Saanenmöser,Andrea Sprenger ,033 748 68 68,avs@golfhotel.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Eiger Selfness Hotel  Heller Gastro AG ,Dorfstrasse 133,3818,Grindelwald,Nathalie Caetano,033 854 31 48,hrm@eiger-grindelwald.ch,,Montag - Samstag,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Hirschen Eggiwil Gastro AG,Heidbühl 476,3537,Eggiwil,Alexander Liechti,034 491 10 91,hotel@hirschen-eggiwil.ch,,,D,E,True,False,False,True,2.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,HLS Hotels & Spa AG Hotel Beatus,Seestrasse 300,3658,Merligen,Karin Bigler,033 748 60 91,bewerbungen@beatus.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,HLS Hotels & Spa AG Hotel Ermitage,Dorfstrasse 46,3778,Schönried,Karin Bigler,033 748 60 92,bewerbungen@ermitage.ch,,,D/F,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Hotel al ponte,Wangenstrasse 55,3380,Wangen an der Aare,Christine Bottinelli,032 636 54 54,christine.bottinelli@alponte.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Hotel Gstaaderhof AG,Lauenenstrasse 19,3780,Gstaad,Christof Huber,033 748 63 63,work@gstaaderhof.ch,,,D,E,True,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Kevin Weyermann Hotel Hirschen Gastro AG,Dorfstrasse 17,3550,Langnau i. E.,Evelyne Räss,0344021517,info@hirschen-langnau.ch,,Dienstag bis Sonntag,D,E,True,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Hotel Kirchbühl AG Brawand Christian,Kirchbühlstrasse 23,3818,Grindelwald,Christian Brawand,033 854 40 80,christian.brawand@kirchbuehl.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Konzett Benjamin,Dorfstrasse 85,3818,Grindelwald,Benjamin Konzett,033 854 70 70,hr@kreuz-post.ch,,Täglich,D,,True,True,False,True,2.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Hotel Landhaus Adler,Dorfstrasse 16,3714,Frutigen,Christine Huber,033 671 12 71,info@landhaus-adler.ch,http://www.landhaus-adler.ch/,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Lenkerhof gourmet spa resort,Badstrasse 20,3775,Lenk im Simmental,Christian Burkhard,033 736 36 36,bewerbung@lenkerhof.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Hotel Metropole AG,Höheweg 37,3800,Interlaken,Esther Seiring,033 828 66 66,personal@metropole-interlaken.ch,http://www.metropol-interlaken.ch/,,D,E,True,False,False,False,1.0,30.06.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Hotel Restaurant Florida AG,Aareweg 25,2557,Studen BE,Stefanie Schwab,032 374 28 30,us@florida.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Hotel Seepark,Seestrasse 47,3600,Thun,Nathalie Wyss,033 226 12 12,hr@seepark.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Sternen Muri,Thunstrasse 80,3074,Muri b. Bern,Laura Gasser,0319507111,direktion@sternenmuri.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Hotel Sunstar Grindelwald,Dorfstrasse 168,3818,Grindelwald,Jeanette Busch,033 854 77 77,jeanette.busch@sunstar.ch,,Mo bis Do 08.00 Uhr bis 17.15 Uhr,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Kaufmann Hotel AG/Hotel Spinne & Central Hotel Wolter,Dorfstrasse 136,3818,Grindelwald,Hania Marsch,033 854 88 88,jobs@spinne.ch,,,D,E,False,False,False,True,2.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Klinik Schönberg AG Christoph Jäggi,Schönbergstrasse 40,3654,Gunten,Dominik von Büren,033 252 35 85,personal@schoenberg.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Kreuz Gastro GmbH Hotel Weisses Kreuz,Marktplatz 15,3250,Lyss,Daniel Leuenberger,032 387 07 40,leuenberger@kreuz-lyss.ch,,,D,E,True,False,False,False,1.0,31.05.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Landgasthof Bären Madiswil,Kirchgässli 1,4934,Madiswil,Martin Binnemann,062 957 70 10,gasthof@baeren-madiswil.ch,,Dienstag bis Samstag,D,E,True,False,False,True,1.0,31.10.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Restaurant Hirsernbad,Hirsern 102,4937,Ursenbach,Angela Duss-Selzer,062 965 32 56,hirsernbad@hirsernbad.ch,,,D,E,False,False,False,True,1.0,23.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Landgasthof Kreuz GmbH Y.+A. Nyffeler-Eisenhut,Marktgasse 9,3454,Sumiswald,Arthur Nyffeler,034 431 15 26,kreuz@kreuz-sumiswald.ch,https://kreuz-sumiswald.ch/,,D,E,False,False,False,False,1.0,31.08.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Mercure Hotel Plaza Biel,Neumarktstrasse 40,2502,Biel/Bienne,Alessia Di Benedetto,0323286868,h6166-am@accor.com,,"lundi, mardi, jeudi 08h-17h00",F,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Parkhotel Gunten Beat Bührer Gastgeber,Seestrasse 90,3654,Gunten,Beat Bührer,033 252 88 52,b.buehrer@parkhotel-gunten.swiss,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Residenz Au Lac Human Resources,Aarbergstrasse 54,2501,Biel/Bienne,Julie Gerster,032 328 29 22,job@residenz-au-lac.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Restaurant Egghölzli,Weltpoststrasse 16,3015,Bern,Julia Fernandez,031 350 66 40,appartements@egghoelzli.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Restaurant Hardern Pintli GmbH  ,Hardern 23,3250,Lyss,Falk Fleischhauer,032 386 73 23,falkfleischhauer@gmx.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Restaurant Landhaus Liebefeld AG,Schwarzenburgstrasse 134,3097,Liebefeld,Thomas  Christen ,031 971 07 58,info@landhaus-liebefeld.ch,,DI-SA,D,E,False,False,False,True,2.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Gasthof Löwen M. Meier + R. Steiner,Dorf 13,3376,Berken,Roland Steiner ,062 963 17 44,info@loewenberken.ch,www.loewenberken.ch,,D,E,True,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Restaurant Räblus Famille Wysseier,Neuenburgstrasse 90,2505,Biel/Bienne,Carly Wysseier,032 322 40 51,rest.raeblus@swissonline.ch,,,D/F,E,True,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Restaurant Rössli,Dorfstrasse 15,3661,Uetendorf,Jürg Wüthrich,033 345 12 12,info@roessli-uetendorf.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Manuela Reber Bernstrasse 38,Bernstrasse 38,3037,3037 Herrenschwanden,Manuela Reber,031 301 84 40,info@wirtschaftzurtraube.ch,,Mittwoch bis Sonntag 09.30 - 22.00,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Restaurant zum Alten Schweizer Anna & Yvan Curovic ,Dorfgasse 19,2513,Twann,Liselotte Curovic,0323151161,info@alterschweizer.ch,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Restaurant Arcade Rotonde AG,Zentralstrasse 44,2501,Biel/Bienne,Ron Fischer,032 322 36 02,arcade@stadthausag.ch,,,D/F,M,True,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,SALZANO Hotel - Spa- Restaurant Sonja Salzano,Seestrasse 108,3800,Unterseen,Sonja Salzano,033 821 00 70,sonja@salzano.ch,http://www.salzano.ch/,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Schloss Hünigen  ,Freimettigenstrasse 9,3510,Konolfingen,Wolfgang Zöhrer,031 791 26 11,restaurant@schlosshuenigen.com,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Schlössli Biel-Bienne AG Zentrum für Langzeitpflege (ZLP),Mühlestrasse 11,2504,Biel/Bienne,Afrim Dragidella,032 344 08 39,bewerbung@schloessli-biel.ch,,Mo-Fr (ausser Di),D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,SEEBURG,Untere Bönigstrasse 35,3800,Interlaken,Adrian Schmocker,033 845 84 00,berufsintegration@seeburg.ch,,,D,E,False,False,True,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Sportgastro AG,Mingerstrasse 12,3014,Bern,Nadine Krebs,031 332 56 44,hr@sportgastro.ch,http://www.sportgastro.ch/,08.00 Uhr - 17.00 Uhr Mo-Fr,D,E,True,True,False,True,2.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,ElfenauPark Rafaela Stucki,Elfenauweg  50,3006,Bern,Rafaela Stucki,031 356 36 51 ,martin.hofer@elfenaupark.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,SV (Schweiz) AG Seminarhotel Gerzensee,,,,Monika Stahel,043 814 14 16,berufsbildung@sv-group.ch,https://jobs.sv-group.com/offene-stellen/lernender-restaurantfachmann-efz-d-w-m/cabcf03f-1f79-405b-9055-b22f294cba1b,,D,,False,False,False,False,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Techpharma Management AG Hotel Berchtold ,Bahnhofstrasse 90,3401,Burgdorf,Donata Zimmermann,034 428 84 28,donata.zimmermann@begegnungsmeile.ch,,,D,E,True,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,The Cambrian Herr Mario Ilak,Dorfstrasse 7,3715,Adelboden,Mario Ilak,033 673 83 83,hr@thecambrianadelboden.com,,,D,E,False,False,False,True,1.0,31.07.2023
Restaurantfachmann/Restaurantfachfrau EFZ,Waldhotel Doldenhorn Patric Maeder,Doldenhornstrasse 26,3718,Kandersteg,Helene Grossen,033 675 81 81,admin@doldenhorn.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Storenmonteur EFZ,Kästli & Co. AG Sonnen- und Wetterschutzsysteme,,,,Franziska Hügli,031 340 22 22,info@kaestlistoren.ch,http://www.kaestlistoren.ch/,,D,M,False,False,False,True,1.0,31.07.2023
Storenmonteur EFZ,Vetter Carmen Vetter Carmen,Industriestrasse 3 3,4950,Huttwil,Carmen Vetter,062 959 84 09,carmen.vetter@nyffenegger.ch,,"Zu Bürozeiten, Mo bis Do",D,E,False,False,False,True,1.0,31.07.2023
Storenmonteur EFZ,ZAUGG Storenbau AG,Nassi 4b,3400,Burgdorf,Ralf Wenger,034 422 01 17,info@zaugg-storenbau.ch,,,D,M,False,False,False,False,1.0,31.07.2023
Strassenbauer/in EFZ,"Arm AG Hoch-, Tief- & Strassenbau",Emmentalstrasse 73A,3510,Konolfingen,Hansjörg Steffen,031 791 01 79,info@arm-ag.ch,,,D,E,False,False,False,False,1.0,31.07.2023
